Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),17,2288,2294,9.8,9.8
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),11,2753,2753,11.5,11.5
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),3,1273,1273,5.2,5.2
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),171,2116,2135,10.8,10.9
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,1506,1591,12.1,11.8
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),6,1890,1939,13.1,13.4
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),63,2110,2127,10.6,10.7
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),64,2242,2259,10.8,10.9
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),38,1963,1981,10.6,10.8
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),178,2114,2132,11.0,11.1
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),1,1383,1383,17.1,17.1
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),7,1852,1849,12.9,12.8
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),63,2096,2118,10.8,11.0
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),65,2241,2259,10.7,10.8
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),43,2005,2020,11.1,11.2
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),148,2106,2130,10.7,10.9
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,1387,1387,7.9,7.9
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,2323,2899,13.2,14.3
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),57,2179,2199,10.3,10.4
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),65,2163,2182,11.5,11.6
All Vehicles - StL All Vehicles Volume,Trip Start,780,WSU Farmington Station,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),25,1830,1864,9.9,10.1
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1936,2744,2775,15.2,15.2
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),15,2263,2269,13.3,13.4
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),80,2440,2455,15.6,15.5
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),639,2679,2728,14.6,14.7
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),618,2891,2918,15.6,15.5
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),584,2717,2734,15.6,15.5
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1564,2641,2672,14.8,14.8
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),14,2300,2310,13.5,13.8
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),75,2264,2287,14.4,14.3
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),465,2559,2618,13.4,13.5
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),520,2788,2807,15.2,15.1
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),491,2632,2649,16.0,15.8
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2527,2875,2902,16.2,16.1
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),15,2214,2214,13.3,13.3
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),95,2688,2698,17.2,17.0
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),951,2753,2792,16.0,16.0
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),795,3049,3076,16.5,16.4
All Vehicles - StL All Vehicles Volume,Trip Start,966,Temple Square,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),671,2895,2907,15.9,15.8
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),636,2023,2095,8.1,8.3
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),2,1848,2068,9.3,9.7
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),113,2059,2141,10.5,10.6
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),283,1980,2059,7.5,7.6
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),199,2082,2142,7.7,7.9
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),39,1941,1994,8.1,8.4
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),639,1976,2035,7.3,7.5
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),3,1659,2020,9.1,9.7
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),130,2043,2060,9.8,9.9
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),257,1942,2014,6.7,6.8
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),208,2020,2085,6.7,7.0
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),42,1772,1842,6.5,7.1
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),629,2120,2223,9.7,9.7
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),3,2174,2174,10.0,10.0
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),70,2230,2604,13.0,13.2
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),336,2080,2171,9.4,9.4
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),188,2126,2164,8.7,8.9
All Vehicles - StL All Vehicles Volume,Trip End,1015,Library,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),32,2279,2280,11.4,11.2
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),548,2161,2179,15.1,15.1
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,1822,2033,22.7,21.6
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),211,2344,2354,18.3,18.3
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),169,2002,2017,13.6,13.6
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),140,2148,2165,12.7,12.7
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),26,1764,1889,10.2,10.9
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),827,2202,2219,15.3,15.3
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),2,1877,2148,23.6,22.1
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),314,2413,2424,18.7,18.7
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),245,2039,2051,14.0,14.0
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),230,2156,2173,12.8,12.8
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),36,1747,1864,10.1,10.9
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),78,1479,1492,9.3,9.3
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,1489,1489,17.5,17.5
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),19,1644,1644,14.2,14.2
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),41,1278,1307,6.2,6.2
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),11,1848,1848,11.0,11.0
All Vehicles - StL All Vehicles Volume,Trip End,1029,Ensign College,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),5,1645,1645,10.1,10.1
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),142,1819,1855,9.2,9.2
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),2,1585,1679,7.0,7.1
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),33,2178,2190,13.0,13.0
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),50,1644,1698,7.2,7.3
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),43,1848,1887,9.5,9.5
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),14,1505,1547,6.1,6.4
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),183,1832,1867,9.5,9.6
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),2,1537,1703,4.6,5.0
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),46,2146,2158,12.7,12.7
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),64,1623,1682,7.3,7.4
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),58,1885,1917,10.1,10.1
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),13,1495,1529,7.0,7.0
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),49,1771,1823,7.4,7.5
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,1843,1843,9.4,9.4
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),4,2302,2302,11.1,11.1
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),13,1850,1921,7.1,7.3
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),18,1826,1900,9.1,9.3
All Vehicles - StL All Vehicles Volume,Trip End,1085,SLCC Library Square,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),13,1479,1503,4.3,4.5
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1333,1813,1850,9.2,9.4
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),9,1552,1607,10.5,11.0
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),433,1918,1937,11.0,11.1
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),451,1714,1759,8.1,8.4
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),354,1847,1890,8.6,8.8
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),86,1670,1741,8.8,9.1
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1926,1816,1851,9.2,9.4
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),11,1482,1498,10.0,10.4
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),662,1927,1947,11.1,11.2
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),645,1702,1743,8.0,8.2
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),525,1841,1884,8.5,8.6
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),83,1695,1757,9.1,9.4
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),307,1672,1741,9.1,9.5
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),2,2099,2562,10.3,13.8
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),19,1621,1623,10.8,10.7
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),126,1719,1775,9.7,10.1
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),98,1697,1767,9.1,9.5
All Vehicles - StL All Vehicles Volume,Trip End,1231,SLCC South City,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),62,1533,1638,7.2,7.8
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1432,1653,1685,9.2,9.3
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),42,1297,1388,6.2,6.8
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),388,1645,1661,9.8,9.8
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),467,1630,1653,8.8,8.9
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),333,1817,1857,10.0,10.1
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),202,1522,1583,8.3,8.5
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1719,1630,1660,8.7,8.8
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),37,1280,1401,6.3,7.0
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),532,1655,1668,9.7,9.7
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),564,1594,1614,8.0,8.1
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),371,1783,1825,9.4,9.6
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),215,1459,1519,7.4,7.6
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),838,1722,1762,10.9,10.9
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),52,1371,1420,6.7,6.7
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),99,1791,1868,12.4,12.6
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),270,1758,1788,11.7,11.7
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),233,1789,1825,10.3,10.2
All Vehicles - StL All Vehicles Volume,Trip End,1263,Westminster,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),183,1646,1683,10.7,10.7
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),128,1718,1778,8.2,8.6
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,1340,1514,6.9,7.3
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),46,1955,1968,10.4,10.5
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),48,1359,1459,5.7,6.6
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),30,1907,1992,8.7,8.9
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),3,1887,1930,9.2,9.4
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),174,1763,1817,8.4,8.8
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),1,1442,1614,7.3,7.7
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),65,1998,2003,10.3,10.4
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),58,1360,1468,5.8,6.8
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),44,1924,1992,8.9,9.2
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),5,1958,2005,9.5,9.7
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),37,1649,1808,8.1,8.5
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),3,1556,1903,10.0,10.2
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),21,1543,1635,7.7,8.3
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),12,1900,2140,8.3,8.6
All Vehicles - StL All Vehicles Volume,Trip End,1491,SLCC Meadowbrook,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),1,844,844,6.7,6.7
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),86,1954,2005,12.2,12.2
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),2,1503,1503,9.6,9.6
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),22,2172,2206,14.2,14.3
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),22,1598,1622,10.1,10.0
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),30,2106,2181,11.8,12.0
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),10,1909,1989,14.0,13.8
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),124,1963,2016,12.0,12.0
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),2,1579,1579,10.0,10.0
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),28,2200,2247,14.5,14.6
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),31,1626,1623,10.1,10.0
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),46,2115,2194,11.8,12.0
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),16,1832,1920,12.0,11.8
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),15,2296,2416,16.9,16.3
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),0,1164,1164,12.8,12.8
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),8,2177,2166,13.8,13.5
