Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),26,1814,1816,18.5,18.5
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),25,1484,1479,11.7,11.6
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),4,1204,1300,6.3,6.8
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),0,589,1487,3.4,6.9
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),80,1641,1647,14.8,14.6
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),1,1478,1478,6.2,6.2
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),37,1859,1863,18.8,18.7
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),35,1494,1496,12.2,12.2
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),7,1211,1252,6.4,6.5
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),1,654,1969,3.9,9.0
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,973,973,3.2,3.2
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,656,656,1.2,1.2
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,888,888,1.1,1.1
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,1953,1953,7.7,7.7
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),0,480,480,4.8,4.8
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),74,1953,1986,12.3,12.3
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,1365,1365,3.0,3.0
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),13,1918,1955,13.5,13.5
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),21,1921,1958,12.0,12.1
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),33,2008,2031,12.6,12.4
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),6,1891,1946,10.1,10.0
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),92,1913,1943,12.5,12.4
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),1,1540,1540,3.2,3.2
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),14,1922,1983,14.2,14.2
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),22,1799,1851,11.7,11.8
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),46,1972,1984,12.9,12.7
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),9,1916,1927,10.5,10.5
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),41,2064,2101,11.6,11.7
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),0,488,488,2.0,2.0
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),12,1768,1768,10.4,10.4
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),19,2179,2203,12.6,12.6
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),10,2233,2326,11.6,12.0
All Vehicles - StL All Vehicles Volume,Trip End,760,USU Kaysville,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),0,2087,2087,7.0,7.0
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),183,1987,2030,10.9,11.2
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),8,1478,1478,11.8,11.8
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),25,1917,1933,10.5,10.7
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),69,2038,2077,11.1,11.4
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),60,2081,2147,11.5,11.8
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),22,1842,1878,9.1,9.1
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),192,2012,2059,11.3,11.6
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),11,1516,1516,12.3,12.3
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),32,2007,2028,10.4,10.6
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),64,2051,2101,11.4,11.9
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),63,2124,2193,12.1,12.4
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),21,1846,1869,9.8,9.8
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),151,1971,2009,10.5,10.7
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,1026,1026,9.7,9.7
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),6,1847,1847,13.5,13.5
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),77,2005,2022,10.7,10.7
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),49,2040,2106,10.6,11.1
All Vehicles - StL All Vehicles Volume,Trip End,780,WSU Farmington Station,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),18,1755,1825,8.3,8.5
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2109,2624,2647,17.0,17.0
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),43,1935,1948,15.8,15.8
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),412,2569,2573,19.8,19.8
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),698,2635,2665,16.8,16.8
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),649,2731,2754,17.3,17.2
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),307,2548,2580,13.0,13.0
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1655,2560,2585,16.0,15.9
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),47,1967,1971,15.3,15.3
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),293,2591,2592,18.1,18.1
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),534,2527,2564,15.2,15.1
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),529,2662,2684,17.1,17.0
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),253,2489,2527,12.7,12.8
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2819,2649,2665,18.0,17.9
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),33,1725,1753,13.7,13.6
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),647,2507,2512,21.1,21.0
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),967,2687,2705,17.8,17.7
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),805,2776,2796,17.7,17.7
All Vehicles - StL All Vehicles Volume,Trip End,966,Temple Square,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),366,2616,2641,13.3,13.3
