Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Origin Zone Source,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Destination Zone Source,Day Type,Day Part,Average Daily O-D Traffic (StL Volume),Average Daily Origin Zone Traffic (StL Volume),Average Daily Destination Zone Traffic (StL Volume),Avg Travel Time (sec)
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039606022',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),1,63,N/A,992
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039606022',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,90,N/A,1120
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039606022',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,38,N/A,795
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039606022',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,24,N/A,1770
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039606023',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),1,177,N/A,1225
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039606023',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),0,12,N/A,860
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039606023',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),1,58,N/A,1123
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039606023',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),1,45,N/A,1409
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039606023',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),2,227,N/A,1050
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039606023',no,N/A,no,Census Block Group,1: Weekday (M-Th),2: Peak AM (6am-10am),0,14,N/A,860
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039606023',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1,67,N/A,1133
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039606023',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),1,63,N/A,957
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),6,177,N/A,838
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,0: All Days (M-Su),1: Early AM (12am-6am),0,3,N/A,766
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),1,12,N/A,623
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),3,58,N/A,776
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),1,59,N/A,1084
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),1,45,N/A,924
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),10,227,N/A,844
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,1: Weekday (M-Th),1: Early AM (12am-6am),0,3,N/A,766
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,1: Weekday (M-Th),2: Peak AM (6am-10am),2,14,N/A,574
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),4,67,N/A,738
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),2,80,N/A,1105
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),2,63,N/A,1025
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,90,N/A,635
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,6,N/A,498
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,38,N/A,796
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,24,N/A,721
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607011',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),0,18,N/A,363
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),15,177,N/A,998
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,0: All Days (M-Su),1: Early AM (12am-6am),1,3,N/A,1309
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),0,12,N/A,1041
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),5,58,N/A,1001
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),4,59,N/A,925
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),6,45,N/A,998
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),21,227,N/A,1009
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,1: Weekday (M-Th),1: Early AM (12am-6am),1,3,N/A,1799
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,1: Weekday (M-Th),2: Peak AM (6am-10am),0,14,N/A,1080
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),6,67,N/A,1029
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),5,80,N/A,885
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),10,63,N/A,1005
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),6,90,N/A,981
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,4,N/A,916
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,6,N/A,888
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),2,38,N/A,1272
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),2,24,N/A,812
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607012',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),1,18,N/A,944
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),10,177,N/A,797
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,0: All Days (M-Su),1: Early AM (12am-6am),0,3,N/A,1065
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),0,12,N/A,664
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),4,58,N/A,830
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),3,59,N/A,785
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),3,45,N/A,772
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),11,227,N/A,799
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,1: Weekday (M-Th),1: Early AM (12am-6am),0,3,N/A,1021
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,1: Weekday (M-Th),2: Peak AM (6am-10am),0,14,N/A,831
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),4,67,N/A,878
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),4,80,N/A,749
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),3,63,N/A,758
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),7,90,N/A,883
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),0,4,N/A,1087
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,6,N/A,498
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),3,38,N/A,940
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,24,N/A,1040
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607013',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2,18,N/A,843
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),9,177,N/A,902
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,0: All Days (M-Su),1: Early AM (12am-6am),0,3,N/A,609
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),0,12,N/A,2284
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),3,58,N/A,983
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),2,59,N/A,828
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),3,45,N/A,720
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),10,227,N/A,972
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,1: Weekday (M-Th),2: Peak AM (6am-10am),1,14,N/A,2284
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),3,67,N/A,1117
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),3,80,N/A,859
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),3,63,N/A,648
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),7,90,N/A,830
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),0,4,N/A,609
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),3,38,N/A,925
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,24,N/A,674
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607021',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2,18,N/A,797
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607022',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),2,177,N/A,987
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607022',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),0,12,N/A,1267
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607022',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),1,58,N/A,898
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607022',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),1,59,N/A,1035
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607022',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),0,45,N/A,912
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607022',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),3,227,N/A,927
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607022',no,N/A,no,Census Block Group,1: Weekday (M-Th),2: Peak AM (6am-10am),0,14,N/A,1267
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607022',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1,67,N/A,880
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607022',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1,80,N/A,889
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607022',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),0,63,N/A,795
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607022',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,90,N/A,1249
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039607022',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,24,N/A,1249
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608011',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),2,177,N/A,1331
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608011',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),0,12,N/A,780
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608011',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),1,58,N/A,1552
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608011',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,59,N/A,1109
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608011',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),0,45,N/A,667
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608011',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),2,227,N/A,1529
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608011',no,N/A,no,Census Block Group,1: Weekday (M-Th),2: Peak AM (6am-10am),0,14,N/A,742
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608011',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1,67,N/A,1774
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608011',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1,80,N/A,1344
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608011',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),0,63,N/A,667
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608011',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,90,N/A,1249
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608011',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,6,N/A,818
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608011',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,38,N/A,1464
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608012',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),1,177,N/A,939
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608012',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),0,12,N/A,1204
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608012',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,58,N/A,742
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608012',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,59,N/A,910
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608012',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),1,45,N/A,970
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608012',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),2,227,N/A,971
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608012',no,N/A,no,Census Block Group,1: Weekday (M-Th),2: Peak AM (6am-10am),0,14,N/A,1565
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608012',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,67,N/A,808
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608012',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,80,N/A,841
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608012',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),1,63,N/A,970
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608012',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,90,N/A,776
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608012',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,6,N/A,844
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608012',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,38,N/A,707
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),2,177,N/A,1636
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,0: All Days (M-Su),2: Peak AM (6am-10am),0,12,N/A,1063
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,0: All Days (M-Su),3: Mid-Day (10am-3pm),1,58,N/A,1553
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,0: All Days (M-Su),4: Peak PM (3pm-7pm),1,59,N/A,1692
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,0: All Days (M-Su),5: Late PM (7pm-12am),0,45,N/A,1797
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,1: Weekday (M-Th),0: All Day (12am-12am),2,227,N/A,1647
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,1: Weekday (M-Th),2: Peak AM (6am-10am),0,14,N/A,1063
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1,67,N/A,1517
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1,80,N/A,1786
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,1: Weekday (M-Th),5: Late PM (7pm-12am),0,63,N/A,1676
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,90,N/A,1346
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,38,N/A,1086
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,24,N/A,937
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608013',no,N/A,no,Census Block Group,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),0,18,N/A,2277
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608021',no,N/A,no,Census Block Group,0: All Days (M-Su),0: All Day (12am-12am),29,177,N/A,923
All Vehicles - StL All Vehicles Volume,82,UofU Brigham City,no,N/A,no,Input,"",'490039608021',no,N/A,no,Census Block Group,0: All Days (M-Su),1: Early AM (12am-6am),0,3,N/A,349
